route,distance,store,client
"['store', 'client']",[4.583581179126849],"(40.41101822870703, -79.91054922095948)","(40.44791800309336, -79.93475806872591)"
"['store', 'client']",[1.9926823438645207],"(40.41101822870703, -79.91054922095948)","(40.3970134107593, -79.8958718842471)"
"['store', '11', 'client']",[10.723897587691102],"(40.41101822870703, -79.91054922095948)","(40.33405987463741, -79.97313606786388)"
"['store', 'client']",[8.430592389705815],"(40.41101822870703, -79.91054922095948)","(40.42646602502781, -79.8132917597313)"
"['store', 'client']",[3.4901519957634783],"(40.41101822870703, -79.91054922095948)","(40.40261931733758, -79.87092811236067)"
"['store', '56', 'client']",[11.374259919576867],"(40.41101822870703, -79.91054922095948)","(40.39642514178424, -80.04062062196563)"
"['store', '6', '39', 'client']",[22.698916592963023],"(40.41101822870703, -79.91054922095948)","(40.51378920389046, -80.10014317745156)"
"['store', 'client']",[7.820911836996242],"(40.41101822870703, -79.91054922095948)","(40.480065205580175, -79.92873678751712)"
"['store', 'client']",[3.032777963740933],"(40.41101822870703, -79.91054922095948)","(40.39685471548497, -79.88000204324544)"
"['store', 'client']",[8.610770893655271],"(40.41101822870703, -79.91054922095948)","(40.39401599339085, -80.00951510316706)"
"['store', '6', '39', 'client']",[18.168150174527632],"(40.41101822870703, -79.91054922095948)","(40.55099152996504, -80.02052811608984)"
"['store', '56', '23', 'client']",[18.935146334831895],"(40.41101822870703, -79.91054922095948)","(40.36084212141635, -80.11312038502251)"
"['store', 'client']",[5.083716229276624],"(40.41101822870703, -79.91054922095948)","(40.445435900948354, -79.95005370225209)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', 'client']",[67.55826234313642],"(40.41101822870703, -79.91054922095948)","(40.60357858848726, -80.0780312944861)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', 'client']",[67.61331086008344],"(40.41101822870703, -79.91054922095948)","(40.61257861101421, -80.09954257961287)"
"['store', '56', '23', '5', '17', '57', '54', 'client']",[51.821131392362034],"(40.41101822870703, -79.91054922095948)","(40.47595314594547, -80.17713138916534)"
"['store', '56', 'client']",[11.207284167255104],"(40.41101822870703, -79.91054922095948)","(40.39263743455712, -80.03711011855394)"
"['store', 'client']",[7.12662957058604],"(40.41101822870703, -79.91054922095948)","(40.47367830522939, -79.92871580149269)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[59.07352214739787],"(40.41101822870703, -79.91054922095948)","(40.50981616144839, -80.12714160842188)"
"['store', 'client']",[1.549862945575037],"(40.41101822870703, -79.91054922095948)","(40.4240549048595, -79.91707178508977)"
"['store', '56', '23', 'client']",[15.689601532966918],"(40.41101822870703, -79.91054922095948)","(40.359364167431934, -80.07382304629323)"
"['store', 'client']",[4.9213249979707605],"(40.41101822870703, -79.91054922095948)","(40.45118480330903, -79.93506046176975)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[58.25690280367516],"(40.41101822870703, -79.91054922095948)","(40.5492317460239, -80.14285333366097)"
"['store', '56', 'client']",[12.77325741094154],"(40.41101822870703, -79.91054922095948)","(40.47345326640356, -80.03301226597853)"
"['store', '14', 'client']",[14.701173770694187],"(40.41101822870703, -79.91054922095948)","(40.49334605196961, -80.02123014556584)"
"['store', '6', 'client']",[12.124007864811627],"(40.41101822870703, -79.91054922095948)","(40.486787630110605, -80.01158241548207)"
"['store', '33', '58', '1', 'client']",[29.94170463699719],"(40.41101822870703, -79.91054922095948)","(40.61644308754129, -79.74020069014419)"
"['store', '14', 'client']",[13.532949793405425],"(40.41101822870703, -79.91054922095948)","(40.43592360607144, -80.06617582701676)"
"['store', 'client']",[3.8000079518525145],"(40.41101822870703, -79.91054922095948)","(40.440767009231045, -79.88841639726397)"
"['store', '14', 'client']",[13.712379227468183],"(40.41101822870703, -79.91054922095948)","(40.39486588253463, -80.06794063698379)"
"['store', 'client']",[7.983569444553853],"(40.41101822870703, -79.91054922095948)","(40.47084660373488, -79.96273195574692)"
"['store', 'client']",[8.346376870402018],"(40.41101822870703, -79.91054922095948)","(40.45419999808895, -79.99105974891364)"
"['store', '11', '12', 'client']",[22.202811064300107],"(40.41101822870703, -79.91054922095948)","(40.34220044438249, -79.83360625897586)"
"['store', '15', 'client']",[14.168988193695586],"(40.41101822870703, -79.91054922095948)","(40.47412170926399, -79.78523420540323)"
"['store', '6', 'client']",[11.024693167670105],"(40.41101822870703, -79.91054922095948)","(40.46826902480677, -80.01232227825328)"
"['store', 'client']",[6.199249387169119],"(40.41101822870703, -79.91054922095948)","(40.46395530437585, -79.93375403048223)"
"['store', 'client']",[7.099453734737887],"(40.41101822870703, -79.91054922095948)","(40.45825800120171, -79.96692959699669)"
"['store', 'client']",[4.737064300064458],"(40.41101822870703, -79.91054922095948)","(40.43899039971781, -79.95269492367186)"
"['store', '11', '12', 'client']",[19.888892066590383],"(40.41101822870703, -79.91054922095948)","(40.322263740599695, -79.85029013560403)"
"['store', '15', 'client']",[12.402564814411726],"(40.41101822870703, -79.91054922095948)","(40.50572479806606, -79.83495257517829)"
"['store', 'client']",[5.655255329029447],"(40.41101822870703, -79.91054922095948)","(40.45972670436144, -79.93001333414334)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', '19', 'client']",[70.92929514620832],"(40.41101822870703, -79.91054922095948)","(40.63623545636529, -80.07319466634817)"
"['store', '6', '4', 'client']",[22.296705052288896],"(40.41101822870703, -79.91054922095948)","(40.60592146407891, -79.92687255751001)"
"['store', '14', 'client']",[13.015735884873315],"(40.41101822870703, -79.91054922095948)","(40.39318186743488, -80.05867600384971)"
"['store', 'client']",[7.482062668369122],"(40.41101822870703, -79.91054922095948)","(40.46508670270956, -79.96317137218107)"
"['store', 'client']",[4.15399293458453],"(40.41101822870703, -79.91054922095948)","(40.41989341652735, -79.86300357284023)"
"['store', 'client']",[7.864305594802381],"(40.41101822870703, -79.91054922095948)","(40.477923105282734, -79.94095100807847)"
"['store', '56', 'client']",[11.769040191272223],"(40.41101822870703, -79.91054922095948)","(40.46557174978877, -80.02614345508522)"
"['store', 'client']",[5.823030944593767],"(40.41101822870703, -79.91054922095948)","(40.46063250420861, -79.93277113648615)"
"['store', 'client']",[9.205243448636141],"(40.41101822870703, -79.91054922095948)","(40.39399860424272, -80.01667613213814)"
"['store', 'client']",[5.909414141610702],"(40.41101822870703, -79.91054922095948)","(40.46397800541305, -79.91739310551756)"
"['store', 'client']",[7.8249032127549505],"(40.41101822870703, -79.91054922095948)","(40.4528116135278, -79.83630208995322)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', 'client']",[66.79571287430458],"(40.41101822870703, -79.91054922095948)","(40.607112520797045, -80.1735700911075)"
"['store', 'client']",[8.475685391644843],"(40.41101822870703, -79.91054922095948)","(40.38134437879201, -80.00252941683621)"
"['store', '14', 'client']",[14.095800433285344],"(40.41101822870703, -79.91054922095948)","(40.41271030738216, -80.07619112794772)"
"['store', '6', '39', 'client']",[19.994591573026284],"(40.41101822870703, -79.91054922095948)","(40.50055794827074, -80.06699797252384)"
"['store', 'client']",[6.170264196111515],"(40.41101822870703, -79.91054922095948)","(40.43020229377904, -79.978783400192)"
"['store', '11', '12', 'client']",[21.787512933945465],"(40.41101822870703, -79.91054922095948)","(40.33605274577617, -79.83420716521618)"
"['store', '15', 'client']",[11.724330029161798],"(40.41101822870703, -79.91054922095948)","(40.47010250983285, -79.81430654636755)"
"['store', '6', '39', 'client']",[14.079973738025092],"(40.41101822870703, -79.91054922095948)","(40.52346130192942, -79.98402789444519)"
"['store', 'client']",[6.3400744406960055],"(40.41101822870703, -79.91054922095948)","(40.46791150612507, -79.90426357844557)"
"['store', 'client']",[1.8052015635452412],"(40.41101822870703, -79.91054922095948)","(40.41814801049127, -79.89143493903606)"
"['store', 'client']",[3.3412888198736885],"(40.41101822870703, -79.91054922095948)","(40.437714903253664, -79.92871338033117)"
"['store', 'client']",[5.634394242937514],"(40.41101822870703, -79.91054922095948)","(40.45778280371076, -79.93631714867136)"
"['store', 'client']",[7.84252233341409],"(40.41101822870703, -79.91054922095948)","(40.37974733610157, -79.82772281707442)"
"['store', '14', '10', 'client']",[20.88492067799293],"(40.41101822870703, -79.91054922095948)","(40.43576255852321, -80.15446673030442)"
"['store', 'client']",[8.08194780410744],"(40.41101822870703, -79.91054922095948)","(40.4397033931055, -79.99807730862383)"
"['store', '6', 'client']",[11.074410091366145],"(40.41101822870703, -79.91054922095948)","(40.50581840524068, -79.94187867945712)"
"['store', '56', '23', '5', '17', 'client']",[37.839419578529046],"(40.41101822870703, -79.91054922095948)","(40.44565539299237, -80.22405434271286)"
"['store', 'client']",[4.690709609486134],"(40.41101822870703, -79.91054922095948)","(40.43802259952858, -79.9530539268624)"
"['store', '6', '39', 'client']",[20.482671115505262],"(40.41101822870703, -79.91054922095948)","(40.56119516979956, -80.04688326106431)"
"['store', 'client']",[6.211900374038022],"(40.41101822870703, -79.91054922095948)","(40.46656320535233, -79.91924950306961)"
"['store', '33', '58', 'client']",[23.9165790936877],"(40.41101822870703, -79.91054922095948)","(40.61486184785535, -79.85113977956847)"
"['store', 'client']",[2.653174632901255],"(40.41101822870703, -79.91054922095948)","(40.38712790665331, -79.91005033978881)"
"['store', '11', 'client']",[10.371133703452331],"(40.41101822870703, -79.91054922095948)","(40.35161657145521, -80.00411342063376)"
"['store', '6', '39', 'client']",[17.6747719335859],"(40.41101822870703, -79.91054922095948)","(40.55583529030979, -79.98118772681356)"
"['store', '56', '23', '5', '17', 'client']",[37.280975183275736],"(40.41101822870703, -79.91054922095948)","(40.44064307205856, -80.21622400910044)"
"['store', 'client']",[7.661409171999824],"(40.41101822870703, -79.91054922095948)","(40.401187681170825, -79.99988384052094)"
"['store', 'client']",[3.1984680613453484],"(40.41101822870703, -79.91054922095948)","(40.43454310248506, -79.93229679443444)"
"['store', 'client']",[6.377666995032847],"(40.41101822870703, -79.91054922095948)","(40.38444378383879, -79.97714723270721)"
"['store', 'client']",[3.166052310910053],"(40.41101822870703, -79.91054922095948)","(40.42177049893086, -79.94509845133766)"
"['store', 'client']",[6.552139803287468],"(40.41101822870703, -79.91054922095948)","(40.46636290435398, -79.9373265303124)"
"['store', 'client']",[5.86122906947737],"(40.41101822870703, -79.91054922095948)","(40.46106650425868, -79.93249753507703)"
"['store', '15', 'client']",[16.95893497551862],"(40.41101822870703, -79.91054922095948)","(40.5243652842303, -79.77811317983597)"
"['store', 'client']",[3.9344346153042573],"(40.41101822870703, -79.91054922095948)","(40.44302500873192, -79.89066229794982)"
"['store', 'client']",[7.432384637342763],"(40.41101822870703, -79.91054922095948)","(40.47713690549876, -79.92416818794626)"
"['store', '15', 'client']",[17.96465146795934],"(40.41101822870703, -79.91054922095948)","(40.43963023008553, -79.74967863433726)"
"['store', 'client']",[6.452855477908643],"(40.41101822870703, -79.91054922095948)","(40.43080949333611, -79.98203840506244)"
"['store', 'client']",[8.791586076292507],"(40.41101822870703, -79.91054922095948)","(40.38445668795946, -80.00810432839205)"
"['store', 'client']",[7.294681292996673],"(40.41101822870703, -79.91054922095948)","(40.47597350546994, -79.92339288938062)"
"['store', '11', '12', 'client']",[23.211157819788752],"(40.41101822870703, -79.91054922095948)","(40.25631165613813, -79.84884189012536)"
"['store', 'client']",[6.823683191458365],"(40.41101822870703, -79.91054922095948)","(40.46484040349917, -79.94935955201699)"
"['store', 'client']",[9.412262057333553],"(40.41101822870703, -79.91054922095948)","(40.37915904342008, -79.80781485998892)"
"['store', 'client']",[8.076385519720983],"(40.41101822870703, -79.91054922095948)","(40.40045263317175, -79.81641487650022)"
"['store', '6', '39', 'client']",[16.413752087059375],"(40.41101822870703, -79.91054922095948)","(40.51492845681153, -80.02580730499494)"
"['store', '11', '12', 'client']",[25.577712505440523],"(40.41101822870703, -79.91054922095948)","(40.34762936250114, -79.79174731344018)"
"['store', 'client']",[2.695178710888368],"(40.41101822870703, -79.91054922095948)","(40.41903711281205, -79.88057751325306)"
"['store', 'client']",[9.283625989857093],"(40.41101822870703, -79.91054922095948)","(40.34005727826364, -79.96835223363784)"
"['store', 'client']",[5.840726236441304],"(40.41101822870703, -79.91054922095948)","(40.37871288699216, -79.96484021414099)"
"['store', 'client']",[6.635297812759622],"(40.41101822870703, -79.91054922095948)","(40.462275303077824, -79.95074446063725)"
"['store', '56', 'client']",[11.818634026729718],"(40.41101822870703, -79.91054922095948)","(40.37403052071572, -80.03378965938043)"
"['store', '56', 'client']",[12.758293069164477],"(40.41101822870703, -79.91054922095948)","(40.38337345201117, -80.05215770388958)"
"['store', 'client']",[7.642504625535921],"(40.41101822870703, -79.91054922095948)","(40.45219799841471, -79.98271534102214)"
"['store', '15', 'client']",[17.42553105187261],"(40.41101822870703, -79.91054922095948)","(40.529798381240994, -79.77728669639426)"
"['store', 'client']",[9.244448457583184],"(40.41101822870703, -79.91054922095948)","(40.492871004861456, -79.89066121912063)"
"['store', 'client']",[2.840641920475936],"(40.41101822870703, -79.91054922095948)","(40.41165909806647, -79.94400557358225)"
"['store', '11', 'client']",[15.887092425738135],"(40.41101822870703, -79.91054922095948)","(40.31780072023737, -79.88755028394203)"
"['store', 'client']",[7.305371422898413],"(40.41101822870703, -79.91054922095948)","(40.38428037970171, -79.98917236688848)"
"['store', 'client']",[7.703034711519327],"(40.41101822870703, -79.91054922095948)","(40.47143750411989, -79.95515844350341)"
"['store', '6', '39', 'client']",[21.990511609951476],"(40.41101822870703, -79.91054922095948)","(40.5138862873182, -80.09177893528656)"
"['store', '14', '10', 'client']",[16.340059638093074],"(40.41101822870703, -79.91054922095948)","(40.42827636136671, -80.1017861053098)"
"['store', '11', 'client']",[10.659595409488166],"(40.41101822870703, -79.91054922095948)","(40.34415326458149, -80.00058863312745)"
"['store', 'client']",[8.131019021309191],"(40.41101822870703, -79.91054922095948)","(40.40058373331959, -79.81573947473332)"
"['store', 'client']",[8.802260113245497],"(40.41101822870703, -79.91054922095948)","(40.43179600859594, -80.01064158671332)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', 'client']",[66.47498248749967],"(40.41101822870703, -79.91054922095948)","(40.59181109854928, -80.0784627659081)"
"['store', '14', 'client']",[14.858281438968447],"(40.41101822870703, -79.91054922095948)","(40.47399081233112, -80.05678188430143)"
"['store', 'client']",[6.608185695959226],"(40.41101822870703, -79.91054922095948)","(40.46698210442203, -79.93703382843775)"
"['store', 'client']",[3.103480249132228],"(40.41101822870703, -79.91054922095948)","(40.42700611191744, -79.88055570189462)"
"['store', '14', '10', 'client']",[16.333935329659006],"(40.41101822870703, -79.91054922095948)","(40.4293906617517, -80.1014749016232)"
"['store', '6', 'client']",[11.066322737113051],"(40.41101822870703, -79.91054922095948)","(40.50603350491126, -79.93824457677947)"
"['store', '11', 'client']",[14.728107627216954],"(40.41101822870703, -79.91054922095948)","(40.34749073856965, -80.05756561875106)"
"['store', 'client']",[6.578744015682074],"(40.41101822870703, -79.91054922095948)","(40.46998230547652, -79.91809079444074)"
"['store', 'client']",[3.2022295156555614],"(40.41101822870703, -79.91054922095948)","(40.43434050979043, -79.88835580707423)"
"['store', '56', '23', 'client']",[14.128199677666537],"(40.41101822870703, -79.91054922095948)","(40.366820049345385, -80.05703956630664)"
"['store', 'client']",[5.049470006501182],"(40.41101822870703, -79.91054922095948)","(40.44074439954488, -79.95557782461646)"
"['store', '56', '23', '5', '17', '57', '54', '48', 'client']",[60.00998038977559],"(40.41101822870703, -79.91054922095948)","(40.563937805546296, -80.12907979560065)"
"['store', '6', '4', 'client']",[21.97294985385053],"(40.41101822870703, -79.91054922095948)","(40.59495467827989, -79.99277790658194)"
"['store', '11', '12', '18', 'client']",[27.947289025380456],"(40.41101822870703, -79.91054922095948)","(40.38618564439367, -79.79720462881535)"
"['store', 'client']",[8.654737138200472],"(40.41101822870703, -79.91054922095948)","(40.3682558728273, -79.99577013775661)"
"['store', '56', '23', 'client']",[17.59758485178654],"(40.41101822870703, -79.91054922095948)","(40.33685086308104, -80.08270772999713)"
"['store', '56', '23', 'client']",[13.860786374052491],"(40.41101822870703, -79.91054922095948)","(40.361143738581774, -80.05155626129941)"
"['store', '11', 'client']",[14.419991042376077],"(40.41101822870703, -79.91054922095948)","(40.30422478785976, -79.94171462611854)"
"['store', '11', 'client']",[14.566143765258266],"(40.41101822870703, -79.91054922095948)","(40.32476850410916, -80.0395983212116)"
"['store', 'client']",[6.147660611207558],"(40.41101822870703, -79.91054922095948)","(40.46620080550312, -79.91639169955937)"
"['store', '33', '58', '1', 'client']",[29.17103551774166],"(40.41101822870703, -79.91054922095948)","(40.60364868594059, -79.74410428467912)"
"['store', '56', '23', 'client']",[17.11148612048077],"(40.41101822870703, -79.91054922095948)","(40.37913140463786, -80.09035136233912)"
"['store', 'client']",[2.763375134258927],"(40.41101822870703, -79.91054922095948)","(40.43408910405199, -79.92275597635005)"
"['store', '11', 'client']",[13.687600272583573],"(40.41101822870703, -79.91054922095948)","(40.32632569086736, -80.027644378698)"
"['store', '56', 'client']",[10.288620978299543],"(40.41101822870703, -79.91054922095948)","(40.40281702758317, -80.02943795750949)"
"['store', '56', 'client']",[12.132460335898005],"(40.41101822870703, -79.91054922095948)","(40.379282934694096, -80.04175657478173)"
"['store', '33', '58', '1', 'client']",[28.920295234599475],"(40.41101822870703, -79.91054922095948)","(40.60824978566055, -79.7489683880596)"
"['store', 'client']",[6.7222106096513246],"(40.41101822870703, -79.91054922095948)","(40.45291610011525, -79.96773121334786)"
"['store', '56', '23', 'client']",[19.006882946906888],"(40.41101822870703, -79.91054922095948)","(40.38770554071522, -80.11025972228508)"
"['store', '14', '10', 'client']",[19.13710315109467],"(40.41101822870703, -79.91054922095948)","(40.45054172191008, -80.12525417097345)"
"['store', 'client']",[6.753040386463056],"(40.41101822870703, -79.91054922095948)","(40.46331180318581, -79.95117945866541)"
"['store', '56', '23', '5', '17', 'client']",[37.81319840507052],"(40.41101822870703, -79.91054922095948)","(40.4397297313653, -80.25812284924109)"
"['store', '56', 'client']",[11.196262614533111],"(40.41101822870703, -79.91054922095948)","(40.45945154261205, -80.02370306163083)"
"['store', 'client']",[8.107413398785026],"(40.41101822870703, -79.91054922095948)","(40.47266760408336, -79.9617450493952)"
"['store', 'client']",[8.085599349840704],"(40.41101822870703, -79.91054922095948)","(40.380804575943216, -79.99720190082974)"
"['store', 'client']",[3.8624490168212184],"(40.41101822870703, -79.91054922095948)","(40.37632370777818, -79.90729525216561)"
"['store', 'client']",[8.268755372778704],"(40.41101822870703, -79.91054922095948)","(40.43905759404748, -80.00081521820937)"
"['store', '11', '12', 'client']",[20.739649600148784],"(40.41101822870703, -79.91054922095948)","(40.26984382515551, -79.88663865315748)"
"['store', '6', 'client']",[10.220579311768919],"(40.41101822870703, -79.91054922095948)","(40.494369507720975, -79.96051308903587)"
"['store', 'client']",[9.585764157077472],"(40.41101822870703, -79.91054922095948)","(40.481185805482994, -79.97636674442955)"
"['store', 'client']",[6.089755234631962],"(40.41101822870703, -79.91054922095948)","(40.46126640377728, -79.93930254528499)"
"['store', '14', '10', 'client']",[21.92831775256034],"(40.41101822870703, -79.91054922095948)","(40.48972323709568, -80.11447854548086)"
"['store', '6', '4', '40', 'client']",[27.616640071702903],"(40.41101822870703, -79.91054922095948)","(40.65410962898096, -79.93190921947263)"
"['store', '14', 'client']",[15.055478607551631],"(40.41101822870703, -79.91054922095948)","(40.384497793721096, -80.08013341049423)"
"['store', '56', '23', 'client']",[18.12397618214043],"(40.41101822870703, -79.91054922095948)","(40.32506134528536, -80.07475633185834)"
"['store', '56', '23', 'client']",[16.67976446304573],"(40.41101822870703, -79.91054922095948)","(40.36597539011552, -80.0870702791936)"
"['store', 'client']",[6.149108142203215],"(40.41101822870703, -79.91054922095948)","(40.46508170676946, -79.89486426939263)"
"['store', '11', '12', 'client']",[18.17818256456424],"(40.41101822870703, -79.91054922095948)","(40.29282261909903, -79.89262654387264)"
"['store', 'client']",[5.550868141521825],"(40.41101822870703, -79.91054922095948)","(40.44427861245351, -79.86171694273803)"
"['store', 'client']",[7.903445549752357],"(40.41101822870703, -79.91054922095948)","(40.42579149136023, -80.00164486601966)"
"['store', '56', 'client']",[11.18696048099039],"(40.41101822870703, -79.91054922095948)","(40.45801514415736, -80.02487307166177)"
"['store', 'client']",[5.910482804920678],"(40.41101822870703, -79.91054922095948)","(40.455919602495655, -79.9479548722099)"
"['store', 'client']",[9.594164779929637],"(40.41101822870703, -79.91054922095948)","(40.39462821184075, -80.02151594975021)"
"['store', 'client']",[8.664255219128586],"(40.41101822870703, -79.91054922095948)","(40.37748997781616, -80.00269883022328)"
"['store', 'client']",[7.309607159744876],"(40.41101822870703, -79.91054922095948)","(40.4193525875279, -79.99597877120071)"
"['store', '56', '23', 'client']",[13.271514020391939],"(40.41101822870703, -79.91054922095948)","(40.368672736491845, -80.04698802406926)"
"['store', '56', 'client']",[12.446515932826642],"(40.41101822870703, -79.91054922095948)","(40.39692006218538, -80.05378087418977)"
"['store', '6', '39', 'client']",[20.68730203533244],"(40.41101822870703, -79.91054922095948)","(40.50222006460332, -80.07560182295984)"
"['store', '15', 'client']",[13.764414753681436],"(40.41101822870703, -79.91054922095948)","(40.490453402255575, -79.79418831704562)"
"['store', '56', 'client']",[10.872252528652464],"(40.41101822870703, -79.91054922095948)","(40.43197655143798, -80.03567699918315)"
"['store', '56', '23', 'client']",[15.114884119946144],"(40.41101822870703, -79.91054922095948)","(40.366367565047845, -80.0686438103151)"
"['store', 'client']",[7.581638148118864],"(40.41101822870703, -79.91054922095948)","(40.45419069918601, -79.97977012997863)"
"['store', 'client']",[7.75289133248866],"(40.41101822870703, -79.91054922095948)","(40.3746808773953, -79.98852269532964)"
"['store', '6', '39', 'client']",[17.805958418914663],"(40.41101822870703, -79.91054922095948)","(40.54668223248496, -80.02083860098226)"
"['store', '6', '39', 'client']",[21.412281078864325],"(40.41101822870703, -79.91054922095948)","(40.56790577671492, -80.05357870873327)"
"['store', '6', 'client']",[11.060289756408325],"(40.41101822870703, -79.91054922095948)","(40.46675932705483, -80.01380789041491)"
"['store', 'client']",[6.6713295306375855],"(40.41101822870703, -79.91054922095948)","(40.43814719530915, -79.98069138008503)"
"['store', 'client']",[8.436326372684317],"(40.41101822870703, -79.91054922095948)","(40.422734802232405, -80.00876030745845)"
"['store', 'client']",[3.629531974719029],"(40.41101822870703, -79.91054922095948)","(40.438044909758894, -79.88649539774576)"
"['store', '14', 'client']",[13.576442107219577],"(40.41101822870703, -79.91054922095948)","(40.391212675415545, -80.06477623338502)"
"['store', '56', 'client']",[10.617701543829133],"(40.41101822870703, -79.91054922095948)","(40.38169890906694, -80.02327499622263)"
"['store', 'client']",[9.789455056502556],"(40.41101822870703, -79.91054922095948)","(40.34281414231865, -79.83750787209749)"
"['store', 'client']",[8.72720498093223],"(40.41101822870703, -79.91054922095948)","(40.42488730800636, -80.01176461381158)"
"['store', '6', '4', 'client']",[19.60644973874196],"(40.41101822870703, -79.91054922095948)","(40.582310176999066, -79.95201789851633)"
"['store', 'client']",[5.21372178900851],"(40.41101822870703, -79.91054922095948)","(40.45793720609185, -79.90823530283006)"
"['store', '56', '23', '5', '17', '57', 'client']",[42.47880883433541],"(40.41101822870703, -79.91054922095948)","(40.45904215054892, -80.24480353652811)"
"['store', '56', '23', 'client']",[17.806806537226667],"(40.41101822870703, -79.91054922095948)","(40.3422425772546, -80.09090424537621)"
"['store', 'client']",[5.211676774965323],"(40.41101822870703, -79.91054922095948)","(40.43987819891514, -79.9589802333862)"
"['store', '56', 'client']",[11.937094789318335],"(40.41101822870703, -79.91054922095948)","(40.39063274584496, -80.04529635701543)"
"['store', '56', '23', '5', '17', '57', '54', 'client']",[53.635443045233124],"(40.41101822870703, -79.91054922095948)","(40.515973638286354, -80.16981993167136)"
"['store', '56', '23', '5', '17', '57', '54', '48', '59', 'client']",[66.25455205267491],"(40.41101822870703, -79.91054922095948)","(40.60466420589421, -80.1607951508701)"
"['store', '56', '23', '5', '17', '57', '54', 'client']",[53.50803274784635],"(40.41101822870703, -79.91054922095948)","(40.51752214177563, -80.17268094675134)"
"['store', 'client']",[7.842353792334762],"(40.41101822870703, -79.91054922095948)","(40.47215390416716, -79.95682784395163)"
"['store', '6', 'client']",[11.698156876108232],"(40.41101822870703, -79.91054922095948)","(40.485872818711655, -80.00599758939686)"
"['store', '6', '39', 'client']",[19.355995873244584],"(40.41101822870703, -79.91054922095948)","(40.55837124441928, -80.03098208697094)"
"['store', '11', 'client']",[15.551656272967683],"(40.41101822870703, -79.91054922095948)","(40.34723125121025, -80.06756715393051)"
"['store', '56', 'client']",[12.598735197000808],"(40.41101822870703, -79.91054922095948)","(40.44570598637201, -80.05158463411192)"
"['store', '6', '39', 'client']",[16.253178273734857],"(40.41101822870703, -79.91054922095948)","(40.51470385323564, -80.02393229470016)"
"['store', 'client']",[5.521280673659123],"(40.41101822870703, -79.91054922095948)","(40.456935903712505, -79.93551204931444)"
"['store', 'client']",[1.7759787909473796],"(40.41101822870703, -79.91054922095948)","(40.42366190879432, -79.89773434391705)"
"['store', '6', '4', '40', '53', 'client']",[35.94329028978693],"(40.41101822870703, -79.91054922095948)","(40.65657827727559, -80.0490883064967)"
"['store', '11', 'client']",[10.400313317308198],"(40.41101822870703, -79.91054922095948)","(40.33848917072968, -79.98279868917388)"
"['store', '33', '58', '1', 'client']",[31.34702004969246],"(40.41101822870703, -79.91054922095948)","(40.62547309022796, -79.72740379162535)"
"['store', '11', 'client']",[16.334826246193728],"(40.41101822870703, -79.91054922095948)","(40.30383809599607, -80.04189678729918)"
"['store', '6', '4', '40', 'client']",[23.542845228970045],"(40.41101822870703, -79.91054922095948)","(40.61075465956991, -79.91111505326276)"
"['store', 'client']",[6.502622208093622],"(40.41101822870703, -79.91054922095948)","(40.42776239223657, -79.98396971841464)"
"['store', 'client']",[9.9515879743175],"(40.41101822870703, -79.91054922095948)","(40.487100606724034, -79.97254352253536)"
"['store', '14', 'client']",[14.153009437411136],"(40.41101822870703, -79.91054922095948)","(40.474664689072775, -80.04449252044283)"
"['store', '14', 'client']",[13.327528339283596],"(40.41101822870703, -79.91054922095948)","(40.435054201720206, -80.06397431916783)"
"['store', '56', 'client']",[10.86750086968553],"(40.41101822870703, -79.91054922095948)","(40.39979823568326, -80.03556229164033)"
"['store', '11', '12', 'client']",[23.197265670797755],"(40.41101822870703, -79.91054922095948)","(40.30575886966059, -79.80886888272786)"
"['store', 'client']",[2.5320171634316546],"(40.41101822870703, -79.91054922095948)","(40.42757220224895, -79.93106670752563)"
"['store', '33', 'client']",[14.352987563303909],"(40.41101822870703, -79.91054922095948)","(40.531560387309646, -79.85439958648355)"
"['store', 'client']",[5.013984919046833],"(40.41101822870703, -79.91054922095948)","(40.43809389880513, -79.95783223593975)"
"['store', '56', 'client']",[10.618687844780387],"(40.41101822870703, -79.91054922095948)","(40.39368222469415, -80.03025948792093)"
"['store', 'client']",[7.869708551149694],"(40.41101822870703, -79.91054922095948)","(40.45712341204425, -79.84011089311599)"
"['store', 'client']",[6.8042227729618885],"(40.41101822870703, -79.91054922095948)","(40.46309430304853, -79.95281126172858)"
"['store', '56', 'client']",[12.029658794492976],"(40.41101822870703, -79.91054922095948)","(40.4665702556452, -80.02902106632789)"
"['store', 'client']",[2.5850343868938084],"(40.41101822870703, -79.91054922095948)","(40.42564511083121, -79.88685361729166)"
"['store', 'client']",[5.567880438172696],"(40.41101822870703, -79.91054922095948)","(40.45080460159559, -79.95048338938834)"
"['store', '6', '39', 'client']",[18.05155260064948],"(40.41101822870703, -79.91054922095948)","(40.50683529940999, -80.04500967527673)"
"['store', 'client']",[8.06769699645397],"(40.41101822870703, -79.91054922095948)","(40.47229680402405, -79.96163575025291)"
